dep_id,employee_id,team,task,status,blocks_day_one
DEP-10442,EMP7110,Payroll,Set up payroll & bank details,Blocked,false
DEP-10443,EMP7110,Facilities,Assign desk/seating,Done,false
DEP-10444,EMP7110,Security,Background check clearance,Done,true
DEP-10445,EMP7111,IT,Grant SSO/system access,Done,false
DEP-10446,EMP7111,Payroll,Set up payroll & bank details,Done,false
DEP-10447,EMP7111,Facilities,Issue building badge,In Progress,true
DEP-10448,EMP7111,Security,Badge printing & activation,In Progress,true
DEP-10449,EMP7112,IT,Provision laptop image,Done,false
DEP-10450,EMP7112,Payroll,Set up payroll & bank details,In Progress,false
DEP-10451,EMP7112,Facilities,Assign desk/seating,In Progress,false
DEP-10452,EMP7112,Security,Background check clearance,In Progress,true
DEP-10453,EMP7113,IT,Provision laptop image,Done,false
DEP-10454,EMP7113,Payroll,Set up payroll & bank details,Blocked,false
DEP-10455,EMP7113,Facilities,Assign desk/seating,Done,false
DEP-10456,EMP7113,Security,Badge printing & activation,Done,true
DEP-10457,EMP7114,IT,Grant SSO/system access,In Progress,false
DEP-10458,EMP7114,Payroll,Register statutory contributions,Done,false
DEP-10459,EMP7114,Facilities,Assign desk/seating,Done,false
DEP-10460,EMP7114,Security,Background check clearance,Done,false
DEP-10461,EMP7115,IT,Grant SSO/system access,In Progress,false
DEP-10462,EMP7115,Payroll,Register statutory contributions,Done,false
DEP-10463,EMP7115,Facilities,Issue building badge,Done,true
DEP-10464,EMP7115,Security,Badge printing & activation,Done,true
DEP-10465,EMP7116,IT,Provision laptop image,In Progress,false
DEP-10466,EMP7116,Payroll,Register statutory contributions,Done,false
DEP-10467,EMP7116,Facilities,Issue building badge,Done,true
DEP-10468,EMP7116,Security,Badge printing & activation,Done,true
DEP-10469,EMP7117,IT,Grant SSO/system access,In Progress,false
DEP-10470,EMP7117,Payroll,Register statutory contributions,Done,false
DEP-10471,EMP7117,Facilities,Issue building badge,In Progress,true
DEP-10472,EMP7117,Security,Background check clearance,Done,false
DEP-10473,EMP7118,IT,Grant SSO/system access,In Progress,false
DEP-10474,EMP7118,Payroll,Register statutory contributions,Done,false
DEP-10475,EMP7118,Facilities,Assign desk/seating,In Progress,false
DEP-10476,EMP7118,Security,Badge printing & activation,Done,true
DEP-10477,EMP7119,IT,Provision laptop image,Done,false
DEP-10478,EMP7119,Payroll,Set up payroll & bank details,Done,false
DEP-10479,EMP7119,Facilities,Issue building badge,In Progress,true
DEP-10480,EMP7119,Security,Badge printing & activation,Blocked,true
DEP-10481,EMP7120,IT,Provision laptop image,Done,false
DEP-10482,EMP7120,Payroll,Register statutory contributions,In Progress,false
DEP-10483,EMP7120,Facilities,Assign desk/seating,Done,true
DEP-10484,EMP7120,Security,Background check clearance,Done,false
DEP-10485,EMP7121,IT,Provision laptop image,Blocked,false
DEP-10486,EMP7121,Payroll,Register statutory contributions,In Progress,false
DEP-10487,EMP7121,Facilities,Assign desk/seating,Done,true
DEP-10488,EMP7121,Security,Background check clearance,In Progress,false
DEP-10489,EMP7122,IT,Grant SSO/system access,Done,true
DEP-10490,EMP7122,Payroll,Set up payroll & bank details,Done,false
DEP-10491,EMP7122,Facilities,Assign desk/seating,Done,false
DEP-10492,EMP7122,Security,Background check clearance,Done,true
DEP-10493,EMP7123,IT,Provision laptop image,Blocked,false
DEP-10494,EMP7123,Payroll,Set up payroll & bank details,Done,true
DEP-10495,EMP7123,Facilities,Assign desk/seating,In Progress,false
DEP-10496,EMP7123,Security,Badge printing & activation,Done,true
DEP-10497,EMP7124,IT,Grant SSO/system access,In Progress,true
DEP-10498,EMP7124,Payroll,Set up payroll & bank details,In Progress,true
DEP-10499,EMP7124,Facilities,Assign desk/seating,Done,true
DEP-10500,EMP7124,Security,Badge printing & activation,Done,true
DEP-10501,EMP7125,IT,Provision laptop image,Done,false
DEP-10502,EMP7125,Payroll,Set up payroll & bank details,In Progress,false
DEP-10503,EMP7125,Facilities,Issue building badge,In Progress,true
DEP-10504,EMP7125,Security,Background check clearance,Done,false
DEP-10505,EMP7126,IT,Grant SSO/system access,Done,false
DEP-10506,EMP7126,Payroll,Register statutory contributions,Blocked,false
DEP-10507,EMP7126,Facilities,Assign desk/seating,In Progress,false
DEP-10508,EMP7126,Security,Badge printing & activation,Done,true
DEP-10509,EMP7127,IT,Grant SSO/system access,In Progress,false
DEP-10510,EMP7127,Payroll,Set up payroll & bank details,Done,false
DEP-10511,EMP7127,Facilities,Issue building badge,Done,true
DEP-10512,EMP7127,Security,Badge printing & activation,Done,true
DEP-10513,EMP7128,IT,Grant SSO/system access,Done,false
DEP-10514,EMP7128,Payroll,Set up payroll & bank details,Done,false
DEP-10515,EMP7128,Facilities,Issue building badge,Done,true
DEP-10516,EMP7128,Security,Badge printing & activation,Done,true
DEP-10517,EMP7129,IT,Grant SSO/system access,Done,false
DEP-10518,EMP7129,Payroll,Register statutory contributions,Done,false
DEP-10519,EMP7129,Facilities,Issue building badge,Done,true
DEP-10520,EMP7129,Security,Badge printing & activation,In Progress,true
DEP-10521,EMP7130,IT,Grant SSO/system access,In Progress,false
DEP-10522,EMP7130,Payroll,Register statutory contributions,In Progress,false
DEP-10523,EMP7130,Facilities,Assign desk/seating,Done,false
DEP-10524,EMP7130,Security,Background check clearance,Done,false
DEP-10525,EMP7131,IT,Provision laptop image,Done,false
DEP-10526,EMP7131,Payroll,Set up payroll & bank details,Done,false
DEP-10527,EMP7131,Facilities,Issue building badge,In Progress,true
DEP-10528,EMP7131,Security,Background check clearance,Done,false
DEP-10529,EMP7132,IT,Grant SSO/system access,In Progress,false
DEP-10530,EMP7132,Payroll,Set up payroll & bank details,In Progress,false
DEP-10531,EMP7132,Facilities,Issue building badge,Done,true
DEP-10532,EMP7132,Security,Badge printing & activation,In Progress,true
DEP-10533,EMP7133,IT,Grant SSO/system access,Done,false
DEP-10534,EMP7133,Payroll,Register statutory contributions,Done,false
DEP-10535,EMP7133,Facilities,Issue building badge,In Progress,true
DEP-10536,EMP7133,Security,Background check clearance,In Progress,false
DEP-10537,EMP7134,IT,Provision laptop image,In Progress,false
DEP-10538,EMP7134,Payroll,Set up payroll & bank details,In Progress,false
DEP-10539,EMP7134,Facilities,Assign desk/seating,Blocked,false
DEP-10540,EMP7134,Security,Badge printing & activation,Done,true
DEP-10541,EMP7135,IT,Grant SSO/system access,Done,false
DEP-10542,EMP7135,Payroll,Set up payroll & bank details,Done,false
DEP-10543,EMP7135,Facilities,Assign desk/seating,Done,true
DEP-10544,EMP7135,Security,Background check clearance,In Progress,false
DEP-10545,EMP7136,IT,Provision laptop image,Blocked,false
DEP-10546,EMP7136,Payroll,Register statutory contributions,In Progress,false
DEP-10547,EMP7136,Facilities,Assign desk/seating,Done,false
DEP-10548,EMP7136,Security,Badge printing & activation,Done,true
DEP-10549,EMP7137,IT,Grant SSO/system access,Done,false
DEP-10550,EMP7137,Payroll,Register statutory contributions,Done,false
DEP-10551,EMP7137,Facilities,Issue building badge,Blocked,true
DEP-10552,EMP7137,Security,Badge printing & activation,Done,true
DEP-10553,EMP7138,IT,Provision laptop image,Done,false
DEP-10554,EMP7138,Payroll,Register statutory contributions,In Progress,false
DEP-10555,EMP7138,Facilities,Issue building badge,In Progress,true
DEP-10556,EMP7138,Security,Badge printing & activation,Blocked,true
DEP-10557,EMP7139,IT,Grant SSO/system access,Done,false
DEP-10558,EMP7139,Payroll,Register statutory contributions,Done,false
DEP-10559,EMP7139,Facilities,Issue building badge,Done,true
DEP-10560,EMP7139,Security,Background check clearance,In Progress,false
DEP-10561,EMP7140,IT,Provision laptop image,In Progress,false
DEP-10562,EMP7140,Payroll,Set up payroll & bank details,Done,false
DEP-10563,EMP7140,Facilities,Issue building badge,Done,true
DEP-10564,EMP7140,Security,Badge printing & activation,Done,true
DEP-10565,EMP7141,IT,Grant SSO/system access,In Progress,true
DEP-10566,EMP7141,Payroll,Set up payroll & bank details,Done,false
DEP-10567,EMP7141,Facilities,Assign desk/seating,In Progress,false
DEP-10568,EMP7141,Security,Badge printing & activation,In Progress,true
DEP-10569,EMP7142,IT,Provision laptop image,Done,false
DEP-10570,EMP7142,Payroll,Register statutory contributions,Done,false
DEP-10571,EMP7142,Facilities,Assign desk/seating,Done,true
DEP-10572,EMP7142,Security,Badge printing & activation,Done,true
DEP-10573,EMP7143,IT,Provision laptop image,Done,false
DEP-10574,EMP7143,Payroll,Register statutory contributions,Done,false
DEP-10575,EMP7143,Facilities,Assign desk/seating,Done,false
DEP-10576,EMP7143,Security,Background check clearance,In Progress,false
DEP-10577,EMP7144,IT,Grant SSO/system access,Done,false
DEP-10578,EMP7144,Payroll,Set up payroll & bank details,Done,true
DEP-10579,EMP7144,Facilities,Assign desk/seating,Done,false
DEP-10580,EMP7144,Security,Badge printing & activation,Done,true
DEP-10581,EMP7145,IT,Grant SSO/system access,Done,false
DEP-10582,EMP7145,Payroll,Register statutory contributions,Done,true
DEP-10583,EMP7145,Facilities,Issue building badge,Done,true
DEP-10584,EMP7145,Security,Background check clearance,Blocked,false
DEP-10585,EMP7146,IT,Grant SSO/system access,Done,false
DEP-10586,EMP7146,Payroll,Set up payroll & bank details,In Progress,false
DEP-10587,EMP7146,Facilities,Assign desk/seating,Done,true
DEP-10588,EMP7146,Security,Background check clearance,Done,false
DEP-10589,EMP7147,IT,Grant SSO/system access,Done,false
DEP-10590,EMP7147,Payroll,Set up payroll & bank details,Done,false
DEP-10591,EMP7147,Facilities,Assign desk/seating,Done,false
DEP-10592,EMP7147,Security,Background check clearance,Done,false
DEP-10593,EMP7148,IT,Grant SSO/system access,In Progress,true
DEP-10594,EMP7148,Payroll,Set up payroll & bank details,Done,false
DEP-10595,EMP7148,Facilities,Assign desk/seating,In Progress,false
DEP-10596,EMP7148,Security,Badge printing & activation,Blocked,true
DEP-10597,EMP7149,IT,Grant SSO/system access,Done,false
DEP-10598,EMP7149,Payroll,Register statutory contributions,Done,false
DEP-10599,EMP7149,Facilities,Assign desk/seating,Done,false
DEP-10600,EMP7149,Security,Background check clearance,Done,true
